#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2020 03 02 01 00 210  9.3 10.8 99.00 99.00 99.00 999 9999.0  11.9 999.0   7.4 99.0 99.00
2020 03 02 01 10 210 10.3 11.3 99.00 99.00 99.00 999 9999.0  11.8 999.0   7.5 99.0 99.00
2020 03 02 01 20 210  9.8 10.8 99.00 99.00 99.00 999 9999.0  12.0 999.0   7.6 99.0 99.00
2020 03 02 01 30 210  9.8 10.3 99.00 99.00 99.00 999 9999.0  11.9 999.0   7.7 99.0 99.00
2020 03 02 01 40 210 11.3 12.4 99.00 99.00 99.00 999 9999.0  12.1 999.0   7.8 99.0 99.00
2020 03 02 01 50 210 10.8 12.4 99.00 99.00 99.00 999 9999.0  12.3 999.0   8.0 99.0 99.00
2020 03 02 02 00 210 11.3 12.4 99.00 99.00 99.00 999 9999.0  12.6 999.0   8.1 99.0 99.00
2020 03 02 02 10 210 10.8 12.4 99.00 99.00 99.00 999 9999.0  12.6 999.0   8.2 99.0 99.00
2020 03 02 02 20 210 11.8 13.4 99.00 99.00 99.00 999 9999.0  12.8 999.0   8.3 99.0 99.00
2020 03 02 02 30 210 11.3 12.9 99.00 99.00 99.00 999 9999.0  12.8 999.0   8.3 99.0 99.00
2020 03 02 02 40 210 11.8 13.9 99.00 99.00 99.00 999 9999.0  12.9 999.0   8.5 99.0 99.00
2020 03 02 02 50 210 11.3 12.4 99.00 99.00 99.00 999 9999.0  12.9 999.0   8.6 99.0 99.00
2020 03 02 03 00 210 10.3 11.3 99.00 99.00 99.00 999 9999.0  12.6 999.0   8.5 99.0 99.00
2020 03 02 03 10 210 10.8 12.9 99.00 99.00 99.00 999 9999.0  12.5 999.0   8.5 99.0 99.00
2020 03 02 03 20 210 11.3 12.4 99.00 99.00 99.00 999 9999.0  12.5 999.0   8.5 99.0 99.00
2020 03 02 03 30 210 11.3 12.4 99.00 99.00 99.00 999 9999.0  12.5 999.0   8.6 99.0 99.00
2020 03 02 03 40 210 11.8 12.9 99.00 99.00 99.00 999 9999.0  12.6 999.0   8.7 99.0 99.00
2020 03 02 03 50 210 11.3 12.9 99.00 99.00 99.00 999 9999.0  12.4 999.0   8.6 99.0 99.00
2020 03 02 04 00 210 12.4 13.9 99.00 99.00 99.00 999 9999.0  12.8 999.0   8.7 99.0 99.00
2020 03 02 04 10 210 11.3 12.4 99.00 99.00 99.00 999 9999.0  12.6 999.0   8.7 99.0 99.00
2020 03 02 04 20 210 11.8 12.9 99.00 99.00 99.00 999 9999.0  12.4 999.0   8.7 99.0 99.00
2020 03 02 04 30 210 10.8 11.8 99.00 99.00 99.00 999 9999.0  12.3 999.0   8.8 99.0 99.00
2020 03 02 04 40 230  7.7  9.3 99.00 99.00 99.00 999 9999.0  12.4 999.0   8.8 99.0 99.00
2020 03 02 04 50 240  8.2  9.8 99.00 99.00 99.00 999 9999.0  12.2 999.0   8.9 99.0 99.00
2020 03 02 05 00 240  8.2  8.8 99.00 99.00 99.00 999 9999.0  12.4 999.0   8.9 99.0 99.00
2020 03 02 05 10 230  8.2  9.3 99.00 99.00 99.00 999 9999.0  12.7 999.0   9.0 99.0 99.00
2020 03 02 05 20 230  8.2  9.8 99.00 99.00 99.00 999 9999.0  12.2 999.0   8.9 99.0 99.00
2020 03 02 05 30 230  7.2  8.2 99.00 99.00 99.00 999 9999.0  12.7 999.0   9.1 99.0 99.00
2020 03 02 05 40 260  7.2  7.7 99.00 99.00 99.00 999 9999.0  11.9 999.0   8.8 99.0 99.00
2020 03 02 05 50 270  6.7  7.2 99.00 99.00 99.00 999 9999.0  11.6 999.0   8.8 99.0 99.00
2020 03 02 06 00 260  5.7  6.7 99.00 99.00 99.00 999 9999.0  11.5 999.0   8.7 99.0 99.00
2020 03 02 06 10 250  5.7  6.7 99.00 99.00 99.00 999 9999.0  11.4 999.0   8.7 99.0 99.00
2020 03 02 06 20 260  5.7  6.7 99.00 99.00 99.00 999 9999.0  11.4 999.0   8.6 99.0 99.00
2020 03 02 06 30 260  6.2  6.7 99.00 99.00 99.00 999 9999.0  11.3 999.0   8.4 99.0 99.00
2020 03 02 06 40 270  6.2  6.7 99.00 99.00 99.00 999 9999.0  11.1 999.0   8.1 99.0 99.00
2020 03 02 06 50 280  5.1  6.2 99.00 99.00 99.00 999 9999.0  10.8 999.0   7.7 99.0 99.00
2020 03 02 07 00 290  5.1  6.2 99.00 99.00 99.00 999 9999.0  10.6 999.0   6.1 99.0 99.00
2020 03 02 07 10 280  4.1  4.6 99.00 99.00 99.00 999 9999.0  10.3 999.0   6.4 99.0 99.00
2020 03 02 07 20 280  4.1  4.1 99.00 99.00 99.00 999 9999.0  10.2 999.0   6.6 99.0 99.00
2020 03 02 07 30 300  4.1  4.1 99.00 99.00 99.00 999 9999.0   9.8 999.0   6.2 99.0 99.00
2020 03 02 07 40 320  6.2  6.2 99.00 99.00 99.00 999 9999.0   9.9 999.0   4.0 99.0 99.00
2020 03 02 07 50 300  6.2  6.7 99.00 99.00 99.00 999 9999.0   9.5 999.0   3.4 99.0 99.00
2020 03 02 08 00 300  5.1  5.1 99.00 99.00 99.00 999 9999.0   9.4 999.0   3.0 99.0 99.00
2020 03 02 08 10 290  4.1  4.1 99.00 99.00 99.00 999 9999.0   9.0 999.0   3.6 99.0 99.00
2020 03 02 08 20 290  5.7  5.7 99.00 99.00 99.00 999 9999.0   8.9 999.0   3.1 99.0 99.00
2020 03 02 08 30 290  5.1  5.1 99.00 99.00 99.00 999 9999.0   8.8 999.0   2.5 99.0 99.00
2020 03 02 08 40 300  5.1  6.2 99.00 99.00 99.00 999 9999.0   8.4 999.0   0.9 99.0 99.00
2020 03 02 08 50 310  5.1  5.1 99.00 99.00 99.00 999 9999.0   8.2 999.0   0.5 99.0 99.00
